license_year,license_number,animals_name,species,primary_breed,secondary_breed,weight_kg
2017,LNS135021,Baxter,Dog,Irish Wolfhound,Greyhound,5.18
2018,LN725428,Dolly,Dog,Shepherd,"Retriever, Labrador",19.74
2018,LN277463,Shayla,Dog,Chow Chow,Shepherd,20.42
2016,LN82058,Jake Garron,Dog,"Retriever, Labrador",Mastiff,10.28
2017,LNS142390,Custard,Dog,"Retriever, Labrador",Mix,16.34
2017,LN278825,Sadie,Dog,Coonhound,Mix,24.21
2018,LNS101568,Princess,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,24.38
2017,LN278807,Boomer,Dog,"Terrier, Jack Russell",Unknown,11.78
2017,LN425685,Max,Dog,"Setter, Irish",Unknown,21.82
2017,LNS139143,Bosco,Dog,Terrier,Chow Chow,17.2
2018,LNS140243,La Vie,Dog,"Retriever, Labrador",Mix,8.62
2018,LNS128832,Patience,Dog,Boxer,Mix,10.54
2018,LN135242,Rain,Dog,"Terrier, American Pit Bull","Retriever, Labrador",13.63
2018,LNS142890,Violet,Dog,"Terrier, Airedale",Siberian Husky,21.79
2017,LNS131376,Henry,Dog,"Terrier, Jack Russell","Poodle, Standard",28.11
2017,LNS101924,Potato,Dog,Hound,Mix,30.71
2018,LN443054,Livia,Dog,"Chihuahua, Long Coat",Unknown,30.1
2018,LN215632,Hallie,Dog,"Dachshund, Miniature Smooth Haired",Beagle,20.13
2018,LN962812,Bechay,Dog,Shih Tzu,Unknown,18.18
2018,LNS116882,Moxie,Dog,"Terrier, Australian",Unknown,14.98
2018,LNS144096,Boris,Dog,"Terrier, American Pit Bull",Unknown,7.73
2018,LNS130479,Rafe,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,13.4
2017,LN141747,Nell,Dog,Border Collie,Unknown,7.57
2018,LNS101900,Liela,Dog,"Retriever, Golden",Mix,18.88
2018,LNS145549,Indie,Dog,"Retriever, Golden",Bernese Mountain Dog,17.96
2017,LN827302,Lulu 2,Dog,Pug,Unknown,22.03
2018,LNS147293,Rue,Dog,Portuguese Water Dog,Unknown,27.64
2017,LN356426,Dan,Dog,"Retriever, Labrador",Unknown,22.8
2018,LNS101520,Caliie,Dog,Hound,Unknown,22.34
2017,LN582285,Captain,Dog,"Pointer, German Shorthaired",Australian Cattle Dog,25.79
2018,LNS120365,Simba,Dog,"Retriever, Golden",Alaskan Malamute,10.28
2018,LNS113413,Rex,Dog,"Retriever, Labrador",Australian Shepherd,16.57
2017,LN828788,Eddie Megatron,Dog,"Spaniel, Cavalier King Charles",Bichon Frise,25.88
2018,LNS135952,Batboy,Dog,Terrier,"Chihuahua, Short Coat",14.41
2018,LN824428,Pantalaimon,Cat,Domestic Longhair,Unknown,4.34
2016,LN28750,Benjamin,Cat,Domestic Shorthair,Unknown,4.72
2018,LN952139,Abigail,Cat,Domestic Shorthair,Unknown,4.4
2016,LN22352,Brooklyn,Cat,Domestic Shorthair,Unknown,4.31
2016,LNS101501,Buddy,Cat,Domestic Shorthair,Mix,3.52
2018,LNS142385,Max,Cat,Domestic Shorthair,Unknown,3.83
2017,LN140148,Jasmine,Cat,Domestic Shorthair,Unknown,5.2
2017,LN346530,Louis,Cat,Domestic Shorthair,Unknown,4.44
2017,LN952843,Egypt,Cat,Domestic Shorthair,Unknown,5.03
2018,LN22645,Baby,Cat,Domestic Shorthair,Unknown,4.51
2017,LNS131431,Cookie,Cat,Domestic Shorthair,Mix,4.24
2017,LNS134352,Miss Fluffy,Cat,Domestic Medium Hair,Mix,4.67
2018,LN578767,Peej,Cat,Maine Coon,Unknown,4.61
2018,LNS144537,Freckles,Cat,Domestic Shorthair,Mix,4.55
2018,LNS118414,Zosia,Cat,Ragdoll,Unknown,4.9
2017,LN273888,Samuel,Cat,Domestic Shorthair,Unknown,4.69
2018,LN445421,Linux,Cat,Bombay,Unknown,4.46
2018,LNS140258,Adam West Bakenhus,Cat,Domestic Shorthair,Unknown,4.45
2018,LN198647,Patter,Cat,Domestic Shorthair,Unknown,4.62
2017,LNS139149,K.T.,Cat,Domestic Shorthair,Unknown,4.29
2018,LNS142095,Motor,Cat,Domestic Shorthair,Unknown,5.02
2017,LN29162,Martok,Cat,Domestic Shorthair,Unknown,4.63
2017,LNS138047,Jake,Cat,Domestic Medium Hair,Unknown,4.06
2018,LNS143234,Bella,Dog,German Shepherd,Unknown,15.72
2017,LNS135557,Princess Daisy,Dog,"Chihuahua, Short Coat",Mix,21.47
2017,LNS139045,Gatsby,Dog,Ibizan Hound,Unknown,29.14
2018,LNS134978,Merle,Dog,Retriever,Mix,22.16
2015,LN962407,Shadow,Dog,Shih Tzu,Unknown,23.77
2017,LNS138501,Koda,Dog,Border Collie,Mix,22.16
2018,LNS106177,Chloe,Dog,Boxer,Unknown,15.12
2018,LN206951,Molly,Dog,"Schnauzer, Miniature",Unknown,21.25
2018,LN828789,Milo,Dog,"Poodle, Toy",Unknown,17.95
2018,LNS141721,Chester,Dog,"Spaniel, American Cocker",Unknown,27.01
2018,LNS144842,Tj,Dog,Greyhound,Mix,21.79
2018,LN360482,Winston,Dog,Terrier,Mix,16.31
2018,LNS103770,Oso,Dog,"Retriever, Golden",Unknown,18.47
2017,LN139734,Edison,Dog,Hound,Unknown,12.29
2018,LNS143063,Chloe,Dog,"Terrier, American Pit Bull",Unknown,21.06
2018,LNS140460,Juneo,Dog,Pomeranian,"Chihuahua, Long Coat",21.21
2017,LN82723,Meto,Dog,"Retriever, Golden","Poodle, Standard",24.12
2017,LN444447,Goose,Dog,Xoloitzcuintli,Unknown,28.28
2018,LN830584,Sonic,Dog,"Terrier, Boston",Unknown,29.54
2018,LNS143166,Atlas,Dog,"Terrier, Staffordshire Bull",Unknown,20.8
2018,LNS148201,Artie,Dog,"Terrier, American Pit Bull",Mix,14.19
2018,LNS145640,Maggie,Dog,Mix,Unknown,9.77
2018,LN440706,Cookie,Dog,"Retriever, Golden",Mix,21.12
2017,LN441081,Wafer,Dog,"Retriever, Labrador",Unknown,19.87
2018,LNS141829,Giovanna,Dog,"Chihuahua, Short Coat",Unknown,18.99
2018,LN729657,Ruby,Dog,Australian Shepherd,Unknown,21.03
2017,LNS137737,Rosie,Dog,Beagle,Unknown,12.76
2017,LN584975,Selah,Dog,Shepherd,Unknown,31.17
2017,LNS104754,Lilly,Dog,"Terrier, Welsh",Unknown,18.14
2017,LN25905,Bella,Dog,"Retriever, Labrador",Australian Shepherd,12.79
2017,LN216874,Howie,Dog,"Retriever, Labrador",Unknown,28.4
2018,LNS138180,Maxx,Dog,"Poodle, Miniature",Unknown,25.29
2017,LNS137738,Norm,Dog,"Retriever, Labrador",Mix,18.84
2018,LN360330,Daisy,Dog,Pomeranian,Mix,19.25
2017,LN280767,Gunther,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",27.33
2018,LN444762,Katja Levy,Dog,German Shepherd,Unknown,16.42
2018,LNS145441,June,Dog,"Vizsla, Smooth Haired",Unknown,20.86
2018,LNS115852,Ricky,Dog,"Chihuahua, Short Coat",Unknown,25.73
2016,LN579243,Chunk,Dog,Pug,Beagle,18.08
2018,LNS141870,Chief,Dog,"Retriever, Labrador",Unknown,25.71
2018,LN216898,Gemma,Dog,Pointer,Mix,26.59
2018,LNS110236,Jelly Beans,Dog,Maltese,Shih Tzu,22.61
2018,LNS137471,Peanut,Dog,"Terrier, Jack Russell",Unknown,12.11
2018,LNS142159,Oscar,Dog,Pug,"Dachshund, Standard Smooth Haired",1.2
2017,LN139708,Axl,Dog,"Retriever, Labrador",Unknown,10.1
2018,LNS144308,Benjamin,Dog,"Retriever, Labrador","Poodle, Standard",14.1
2017,LN358704,Maple,Dog,Shepherd,Mix,26.17
2018,LNS144198,Princess Pristique,Dog,"Poodle, Toy",Mix,19.46
2017,LN957205,Bridget,Dog,"Terrier, Soft Coated Wheaten",Unknown,14.58
2017,LNS138650,Stella,Dog,Mix,Unknown,14.62
2018,LNS145615,Sparky,Dog,"Collie, Smooth",Unknown,20.71
2018,LNS112227,Penny,Dog,Australian Shepherd,Unknown,14.12
2018,LNS145631,Gunner,Dog,"Retriever, Golden",Unknown,31.59
2018,LN831761,Simba,Dog,"Retriever, Labrador",Siberian Husky,19.72
2018,LNS103321,Toby,Dog,"Australian Shepherd, Miniature",Unknown,33.07
2018,LNS152173,Kobe,Dog,"Retriever, Labrador","Poodle, Standard",15.97
2018,LNS139462,Lucy,Dog,"Retriever, Labrador","Poodle, Standard",9.66
2017,LN833221,Ruby,Cat,Domestic Medium Hair,Unknown,4.41
2017,LN142494,Vasilisa,Cat,Domestic Shorthair,Unknown,4.43
2018,LNS146510,Milo,Cat,Domestic Shorthair,Unknown,4.7
2018,LN133437,Jada Pinkett,Cat,Ragdoll,Mix,4.27
2018,LN439640,Roxy,Cat,Domestic Shorthair,Unknown,5.05
2017,LN28758,Hakusen,Cat,Domestic Shorthair,Unknown,4.46
2018,LNS146465,Daniel Tiger,Cat,Domestic Shorthair,Mix,4.77
2018,LNS134416,Fenn,Cat,Siamese,Mix,4.67
2018,LNS139708,Hiro,Cat,Domestic Shorthair,Mix,4.36
2017,LN578976,Giorgio,Cat,Domestic Longhair,Unknown,4.26
2017,LN28170,Diabl,Cat,Siberian,Unknown,4.87
2017,LN430997,Lucy,Cat,Manx,Unknown,4.85
2018,LN430357,Frida,Cat,Siamese,Domestic Shorthair,4.64
2018,LNS142979,La Puma,Cat,Domestic Shorthair,Mix,5
2018,LN140438,Yeti,Cat,Domestic Shorthair,Unknown,4.58
2017,LN345808,Eve,Cat,Domestic Shorthair,Unknown,4.59
2017,LN268276,Murray,Cat,Domestic Longhair,Unknown,4.64
2018,LNS139782,Spongecake,Cat,Exotic Shorthair,Unknown,4.35
2017,LN142118,Teasel,Cat,Manx,Mix,4.16
2018,LNS132843,Gennie,Cat,Domestic Shorthair,American Shorthair,4.06
2018,LNS146095,Kuromame,Cat,Domestic Shorthair,Mix,4.47
2018,LN282458,Clover Pixie,Cat,Domestic Shorthair,Unknown,4.46
2017,LN586826,Denali,Cat,Domestic Longhair,Unknown,4.86
2018,LNS124829,Smaug,Cat,Domestic Shorthair,Mix,4.65
2018,LN822992,Yuni,Cat,Domestic Medium Hair,Unknown,4.31
2017,LNS130485,Poppy,Cat,Domestic Medium Hair,Mix,4.7
2015,LN9599,Ridley,Dog,"Retriever, Labrador",Unknown,26.56
2018,LN8001254,Cooper,Dog,Spaniel,Terrier,20.74
2018,LNS139533,Jasper,Dog,American Eskimo,Unknown,19.54
2018,LN8001883,Zoey Fisher,Dog,Bulldog,Unknown,24.46
2017,LN360022,Nacho,Dog,Lhasa Apso,Mix,22.67
2017,LNS136388,Lucy,Dog,"Chihuahua, Short Coat",Unknown,23.54
2018,LNS145444,Maui,Dog,Mix,"Retriever, Labrador",26.74
2017,LN137922,Tucker,Dog,"Terrier, Rat",Unknown,21.38
2018,LN8003472,Truffle,Dog,"Poodle, Miniature",Spaniel,26.15
2018,LN8001288,Sadie,Dog,Terrier,Mix,33.45
2018,LNS115428,Thatcher Norman Shoval,Dog,"Bulldog, English",Unknown,24.62
2018,LNS118377,Blue,Dog,Australian Shepherd,Mix,29.08
2018,LNS140061,Panda,Dog,"Terrier, Staffordshire Bull",Unknown,19.1
2018,LNS143055,Rudy Norris,Dog,Spaniel,Spaniel,24.96
2018,LN8000758,Chester,Dog,"Retriever, Labrador",Unknown,14.65
2018,LN8001805,Lili,Dog,"Pointer, German Wirehaired",Basset Hound,21.78
2017,LNS120831,Toby,Dog,Pug,Unknown,19.87
2017,LNS138637,Harley,Dog,Shepherd,Terrier,12.98
2018,LNS137954,Benny,Dog,"Poodle, Standard","Retriever, Labrador",26.26
2018,LNS109450,Mikey,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",13.28
2018,LNS112412,Nieko,Dog,Pomeranian,Unknown,26.91
2018,LN8003264,Payton,Dog,"Retriever, Labrador",Pug,17.96
2018,LN359252,Carter,Dog,"Schnauzer, Miniature",Unknown,14.67
2018,LN8000608,Mori,Dog,Whippet,Siberian Husky,8.43
2018,LN357684,Cromwell,Dog,"Spaniel, English Toy",Unknown,17.26
2018,LN902931,Daisy,Dog,Pug,Beagle,15.84
2018,LNS145594,Murgatrod,Cat,Domestic Medium Hair,Mix,3.96
2018,LNS143083,Oreo,Cat,American Shorthair,Unknown,3.91
2017,LN964031,Rin,Cat,Domestic Medium Hair,Ragdoll,4.38
2018,LNS134400,Natalie,Cat,Domestic Shorthair,Mix,4.68
2017,LN202706,Honee,Cat,Domestic Medium Hair,Unknown,4.71
2017,LNS128386,Clive,Cat,Domestic Shorthair,Mix,4.58
2018,LN8000346,Talia,Cat,Mix,Mix,3.79
2017,LN282633,Mimi,Cat,Domestic Shorthair,Unknown,4.76
2018,LNS134362,Peanut Butter,Cat,Domestic Shorthair,Mix,4.67
2018,LN282870,Olive,Cat,Domestic Shorthair,Unknown,4.55
2018,LNS142510,Spice,Cat,Domestic Shorthair,Mix,4.34
2018,LNS115315,Bearegard,Cat,Oriental Shorthair,Unknown,4.56
2018,LNS147444,Ellie,Dog,Boxer,Mix,20.06
2018,LNS106580,Buttercup,Dog,"Retriever, Labrador","Poodle, Standard",25.84
2017,LNS136700,Sukee,Dog,"Chihuahua, Short Coat",Unknown,18.33
2017,LNS137720,Belle,Dog,"Retriever, Flat-Coated",Unknown,17.74
2018,LN80017,Rowdy,Dog,"Poodle, Standard",Unknown,23.97
2017,LN283046,Henry,Dog,"Bulldog, English",Unknown,29.22
2017,LNS133325,Zoe,Dog,Catahoula Leopard dog,"Cur, Black-Mouth",13.12
2018,LN8002624,Moose,Dog,"Poodle, Standard",Unknown,10.79
2017,LNS138327,Sonic,Dog,Mix,Hound,21.51
2017,LNS132992,Chewie,Dog,"Chihuahua, Short Coat",Terrier,32.09
2018,LN26319,River,Dog,"Pointer, German Shorthaired",Unknown,21.27
2018,LNS114338,Shadow,Dog,Boxer,Basset Hound,26.36
2018,LN904239,Hobbes,Dog,"Retriever, Golden","Poodle, Standard",24.38
2017,LNS145733,Nala,Dog,Australian Cattle Dog,"Chihuahua, Short Coat",26.64
2017,LN834358,Penny,Dog,Brittany,Unknown,18.86
2018,LN135176,Nani,Dog,Shiba Inu,Unknown,20.69
2018,LNS143813,Ralph,Dog,Shih Tzu,"Terrier, Yorkshire",16.82
2018,LN211704,Ally,Dog,"Retriever, Labrador",Unknown,12.24
2018,LNS126041,Molly,Dog,"Bulldog, English",Unknown,19.23
2018,LNS101170,Otis,Dog,"Spaniel, American Cocker","Poodle, Miniature",17.02
2017,LNS127534,Medea,Dog,"Retriever, Labrador",Hound,17.23
2018,LNS141353,Winnie,Dog,"Retriever, Labrador",Unknown,22.82
2017,LN141855,Penny,Dog,"Dachshund, Standard Smooth Haired",Basset Hound,23.48
2016,LNS125839,Mika,Dog,"Terrier, Yorkshire",Unknown,17.42
2017,LNS105174,Patch,Dog,"Bulldog, French",Unknown,18.89
2018,LNS145526,Twix,Dog,"Chihuahua, Short Coat",Mix,28.17
2018,LN217839,Prince,Dog,Pomeranian,Unknown,18.43
2016,LNS125038,Worm,Dog,Basset Hound,"Welsh Corgi, Cardigan",13.21
2018,LNS125629,Milo,Dog,"Retriever, Labrador",Unknown,25.17
2018,LNS142274,Hastings,Dog,"Retriever, Golden","Poodle, Miniature",7.2
2017,LNS137857,Theo,Dog,Australian Shepherd,Mix,19.81
2017,LNS106650,Floyd,Dog,Bichon Frise,"Poodle, Miniature",19.27
2018,LNS112264,McGrupp,Dog,American Blue Heeler,Mastiff,2.32
2018,LN83847,Willow,Dog,Australian Shepherd,Border Collie,9.24
2018,LNS145269,Bella,Dog,"Bulldog, French","Terrier, Pit Bull",16.13
2017,LN581112,Loki,Dog,"Poodle, Miniature",Lhasa Apso,20.02
2017,LN282271,Monty,Dog,"Welsh Corgi, Pembroke",Unknown,33.18
2017,LNS134980,Loki,Dog,"Welsh Corgi, Pembroke",American Eskimo,14.41
2018,LNS122695,Flaco,Dog,"Chihuahua, Short Coat","Terrier, Rat",21.18
2018,LNS141820,Honey,Dog,"Chihuahua, Short Coat",Unknown,6.71
2018,LN8003008,Molly,Dog,"Retriever, Golden","Poodle, Standard",19.32
2017,LNS137997,Iris,Dog,German Shepherd,Great Pyrenees,15.54
2017,LNS130441,Koko,Dog,Papillon,Unknown,23.91
2018,LNS140949,Lola,Dog,Siberian Husky,"Terrier, American Pit Bull",7.33
2018,LNS138955,Sati,Dog,"Retriever, Flat-Coated",German Shepherd,37.76
2017,LNS137224,Nikko,Dog,Shiba Inu,Unknown,24.22
2018,LN8002980,Helainora Sophia,Dog,Papillon,Unknown,23.8
2017,LN215087,Roxy,Dog,"Terrier, Jack Russell",Unknown,30.51
2018,LN216933,Talya,Dog,Belgian Malinois,German Shepherd,30.41
2017,LNS134707,Xena,Dog,Alaskan Malamute,Alaskan Husky,24.76
2018,LNS132233,Franklin,Dog,"Retriever, Labrador",Siberian Husky,25.17
2018,LNS138434,Brewster,Dog,Beagle,Unknown,25.99
2017,LNS139114,DeeDee,Dog,"Terrier, Bull",Unknown,15.55
2018,LNS145574,Carl,Dog,"Retriever, Golden",Unknown,21.97
2017,LN905131,Cooper,Dog,Terrier,Mix,27.01
2018,LN8003058,Layla,Dog,Rottweiler,Mix,13.35
2018,LN8001933,Quincy,Dog,Australian Shepherd,Mix,25.25
2018,LNS114138,Shorty,Dog,"Chihuahua, Short Coat",Unknown,20.99
2018,LNS128867,Sierra,Dog,German Shepherd,Mix,23.06
2018,LN216225,Kayla,Dog,"Retriever, Labrador",Australian Shepherd,19.18
2017,LN29804,Pharoah,Dog,"Pointer, German Shorthaired",Unknown,27.02
2017,LNS102302,June,Dog,"Terrier, American Pit Bull",Unknown,28.25
2017,LN79509,Cora,Dog,"Chihuahua, Long Coat",Unknown,26.1
2017,LNS105523,Kona,Dog,"Bulldog, French",Unknown,24.56
2018,LN8000810,Guinness,Dog,"Retriever, Labrador",Mix,20.57
2017,LNS131101,Gremlin,Cat,Domestic Shorthair,Siamese,4.67
2017,LN130842,Cleo,Cat,Domestic Shorthair,Unknown,4.33
2018,LNS112735,Garfield,Cat,Domestic Shorthair,Mix,4.26
2017,LN208195,Nell,Cat,American Shorthair,Unknown,4.39
2017,LN897989,Sissy,Cat,Domestic Shorthair,Unknown,4.48
2017,LNS128317,Etienne,Cat,Siamese,Unknown,4.47
2017,LNS130861,Kenji,Cat,Domestic Shorthair,Unknown,4.93
2018,LNS140483,Goose,Cat,Domestic Medium Hair,Unknown,4.76
2017,LN952488,Chloe,Cat,Domestic Shorthair,Unknown,4.37
2018,LN77348,Mia,Cat,Domestic Shorthair,Unknown,4.53
2018,LNS110134,Masha,Cat,Domestic Medium Hair,Unknown,4.59
2017,LNS125327,Kavu,Cat,Domestic Shorthair,Unknown,4.56
2018,LN586336,Chewbacca,Cat,Domestic Shorthair,Unknown,4.29
2017,LNS105317,Nikki,Cat,Domestic Shorthair,Unknown,4.6
2018,LN8000826,Stella,Cat,Domestic Shorthair,Mix,4.55
2018,LN83293,Kelly,Cat,Domestic Medium Hair,Unknown,5.03
2018,LN353268,Mitzy,Cat,Domestic Shorthair,Unknown,4.31
2018,LNS118397,Sumo,Cat,Domestic Shorthair,Mix,4.13
2018,LN273836,Harry,Cat,American Shorthair,Unknown,4.76
2017,LN952487,Nena,Cat,Domestic Shorthair,Unknown,4.49
2018,LNS121362,Charlie,Cat,Domestic Shorthair,Mix,4.25
2018,LNS147456,Luna Elizabeth,Cat,Maine Coon,Unknown,5.11
2017,LN22423,Pepper,Cat,Domestic Shorthair,Unknown,4.41
2018,LNS147186,Croissant,Cat,Domestic Shorthair,Unknown,4.5
2017,LN282723,Nikki,Cat,Domestic Shorthair,Unknown,4.41
2017,LN72811,Suika,Cat,Domestic Shorthair,Unknown,4.9
2015,LNS106585,Daisey,Cat,Domestic Shorthair,Unknown,4.1
2018,LN199048,Salvadore,Cat,Domestic Shorthair,Unknown,4.8
2018,LNS147314,Gandalf,Cat,Domestic Medium Hair,Turkish Angora,4.51
2018,LNS145026,Cat 2,Cat,Domestic Shorthair,Mix,4.57
2017,LNS138527,Sofie,Dog,Shetland Sheepdog,Unknown,17.07
2017,LNS136243,Williwaw,Dog,Australian Kelpie,German Shepherd,21.32
2017,LN901162,Cody,Dog,Australian Shepherd,Mix,14.7
2018,LNS147011,Charlie,Dog,"Retriever, Golden",Unknown,19.08
2017,LN357570,Winston,Dog,Pug,Unknown,23.29
2018,LNS138932,Bonnie,Dog,Siberian Husky,Unknown,14.53
2018,LNS142016,Wolfgang (Wolfy),Dog,"Terrier, Yorkshire","Chihuahua, Long Coat",23.65
2018,LN140360,Laszlo,Dog,German Shepherd,Unknown,15.12
2018,LN731410,Henry,Dog,Feist,Unknown,19.27
2018,LNS109645,Luca,Dog,Dutch Shepherd,Mix,31.25
2017,LNS129220,Freedom,Dog,Australian Cattle Dog,"Terrier, Pit Bull",24.98
2018,LN444510,Sparky,Dog,"Terrier, Rat",Unknown,22.4
2017,LNS130524,Harley,Dog,"Retriever, Labrador",Chow Chow,22.34
2018,LNS119702,Domino,Dog,"Terrier, American Staffordshire",Mix,29.43
2018,LNS140210,Oreo,Dog,Shih Tzu,Mix,14.84
2018,LNS126704,Archer,Dog,German Shepherd,Rottweiler,28.14
2017,LN139260,Hugo,Dog,"Retriever, Golden",Unknown,24.84
2018,LN352641,Jody,Dog,Great Dane,Mix,28.27
2017,LNS127920,Liby,Dog,"Chihuahua, Short Coat",Unknown,17.16
2018,LNS127605,Sophie,Dog,"Welsh Corgi, Pembroke",Unknown,16.86
2018,LN280359,Rainey,Dog,Great Dane,Unknown,33.42
2017,LN27612,Duska,Dog,Siberian Husky,Unknown,16.72
2018,LNS111734,Oscar,Dog,Beagle,Unknown,21.97
2018,LN281765,Rocky,Dog,Norwegian Elkhound,Unknown,10.7
2018,LNS111710,Honey,Dog,Pomeranian,Schipperke,9.33
2018,LNS120067,Gunner,Dog,"Retriever, Labrador",Border Collie,22.93
2017,LNS124568,Auggie,Dog,"Terrier, American Pit Bull",Mix,23
2018,LNS144441,Skip,Dog,Mix,Unknown,17.74
2018,LN835060,Stellaluna,Dog,Terrier,Unknown,20.05
2018,LN721943,Edie,Dog,Maltese,"Terrier, Yorkshire",24.17
2018,LNS130216,Snowflake,Dog,Maltese,Unknown,23.57
2018,LN575785,Wiley,Dog,"Retriever, Labrador",Unknown,16.73
2018,LN139324,Cassie,Dog,Australian Shepherd,Rottweiler,28.78
2018,LN441845,Perkins,Dog,Terrier,Unknown,20.43
2018,LN8002461,Finn,Dog,"Retriever, Labrador",Unknown,14.47
2017,LNS127002,Brandy,Dog,Plott Hound,Unknown,20.94
2017,LN280570,Toby,Dog,Greyhound,"Retriever, Labrador",24.17
2018,LNS122110,Mia,Dog,Maltese,Unknown,21.36
2017,LNS130870,Hagrid,Dog,Pug,Mix,25
2018,LN357556,Cody,Dog,Shepherd,Mix,28.55
2017,LN141622,Kuper,Dog,"Retriever, Golden","Retriever, Labrador",26.53
2018,LN729077,Edgar,Dog,"Retriever, Golden","Poodle, Standard",16.65
2018,LNS144213,Jack,Dog,"Retriever, Labrador","Cur, Black-Mouth",24.99
2017,LNS138619,Rita,Dog,Greyhound,Unknown,18.34
2017,LN212808,Lola,Dog,"Terrier, American Pit Bull",Unknown,29.33
2018,LN24824,Jackson,Dog,Shepherd,Unknown,25.26
2018,LNS143511,Rufio,Dog,Terrier,Hound,21.89
2017,LNS108175,Deanie,Dog,Terrier,Mix,14.99
2018,LNS147000,Snooks,Dog,"Chihuahua, Short Coat",Mix,20.27
2018,LN8002586,Raven,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,25.32
2018,LN728639,Rover,Dog,Australian Cattle Dog,"Retriever, Labrador",16.36
2017,LNS102845,Zoe,Dog,"Schnauzer, Miniature","Poodle, Miniature",18
2017,LNS126260,Daisy,Dog,Beagle,Mix,19.56
2018,LN903484,Jameson,Dog,Brittany,Unknown,1.94
2018,LN584932,Lily,Dog,"Retriever, Labrador",Great Dane,14.93
2018,LNS139771,Sasha,Dog,Dutch Shepherd,Mix,23.77
2017,LN831077,Sophie,Dog,"Retriever, Labrador",Unknown,11.74
2018,LN8002787,Arthur,Dog,"Poodle, Miniature","Chihuahua, Short Coat",18.49
2018,LNS102642,Lola,Dog,"Retriever, Labrador",Mix,14.65
2018,LN357199,Shadow,Dog,"Poodle, Miniature","Schnauzer, Miniature",22.44
2018,LN140835,Zage,Dog,"Retriever, Golden","Poodle, Standard",24.59
2017,LN441175,Precious,Dog,"Chihuahua, Short Coat",Unknown,19.96
2018,LNS140635,Sunny,Dog,"Chihuahua, Short Coat",Miniature Pinscher,26.02
2017,LNS138913,Theo,Dog,"Retriever, Labrador","Poodle, Standard",23.77
2018,LN951784,Chico,Dog,Bichon Frise,Unknown,20.53
2018,LN8001787,Puppy Brother,Dog,Basset Hound,German Shepherd,27.13
2017,LN211172,Maggie Rose,Dog,Siberian Husky,Mix,14.11
2017,LN957017,Banjo,Dog,Australian Cattle Dog,Unknown,21.47
2018,LNS109709,Genji Umali,Dog,"Retriever, Labrador",Boxer,16.24
2018,LN8002246,Gryffindor,Dog,"Retriever, Golden",Unknown,21.23
2016,LNS110272,Onyx,Dog,Retriever,Mix,17.06
2017,LNS128158,Cindy,Dog,"Dachshund, Standard Smooth Haired",Mix,19.47
2017,LNS130019,Gemma,Dog,Boxer,Unknown,34.22
2017,LN137898,Sanders,Dog,"Retriever, Labrador",Mix,7.7
2018,LN8000567,Squid,Cat,Domestic Shorthair,Mix,4.48
2017,LNS133114,Edom,Cat,LaPerm,Unknown,4.92
2017,LN73128,Muffin,Cat,LaPerm,Unknown,4.35
2018,LN8001800,Sally,Cat,Domestic Shorthair,Unknown,4.4
2017,LNS101291,Poo Ying,Cat,Siamese,Unknown,4.26
2018,LNS152300,Mango,Cat,Domestic Shorthair,Mix,4.73
2018,LN730557,Binks,Cat,Domestic Shorthair,Unknown,4.58
2018,LN8003899,Jake,Cat,Domestic Shorthair,Unknown,4.32
2018,LN8003147,Reggie,Cat,Maine Coon,Mix,5.09
2017,LNS134309,Dolly,Cat,Domestic Shorthair,Mix,5.04
2018,LNS145719,Madison,Cat,American Shorthair,Unknown,4.49
2018,LN568884,Jackie,Cat,Domestic Medium Hair,Unknown,4.42
2018,LNS143701,Jasmine,Cat,Domestic Shorthair,Unknown,4.83
2018,LNS119067,Elphie,Cat,Domestic Shorthair,Mix,4.47
2017,LN833015,Avery,Cat,Domestic Shorthair,Unknown,4.76
2017,LN277234,Tigger,Cat,LaPerm,Unknown,4.54
2018,LN142129,Mocha,Cat,Ragdoll,Unknown,4.48
2017,LNS131114,Maxwell Silver Hammerstrom-Guel,Cat,Domestic Shorthair,Unknown,5.19
2018,LN730558,Smudge,Cat,Domestic Longhair,Unknown,4.52
2018,LN8003902,Jasper,Cat,Domestic Medium Hair,Unknown,4.56
2018,LNS112737,Meena,Cat,Domestic Shorthair,Mix,4.51
2018,LNS144202,Ray,Cat,Domestic Shorthair,Unknown,4.45
2017,LN731383,Bemo,Cat,Domestic Shorthair,Unknown,4.27
2018,LN962598,Thatcher,Cat,Domestic Longhair,Mix,4.14
2017,LN577911,Atari,Cat,Domestic Medium Hair,Unknown,4.48
2017,LN896211,Hannah,Cat,Domestic Shorthair,Unknown,4.48
2017,LN949254,Stitch,Cat,Domestic Medium Hair,Unknown,4.62
2018,LN8000445,Luigi,Cat,Pixie-Bob,Unknown,4.21
2017,LNS105685,Mocha,Cat,Domestic Longhair,Mix,4.42
2017,LNS133345,Ally,Cat,Domestic Shorthair,Unknown,4.89
2018,LNS147013,Billy the Kid,Goat,Miniature,Unknown,103.48
